id,symbol,pairSymbol,contractAddress,pairContractAddress,decimals,pairDecimals,chain,modalCexToDex,modalDexToCex,Binance,MEXC,Gateio,INDODAX,KyberSwap,Matcha,OKXDEX,ODOS,ParaSwap,Lifi,isActive
126,IDEX,USDT,0x0856978f7ffff0a2471b4520e3521c4b3343e36f,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,100,100,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
127,ILV,USDT,0x4d5ac5cc4f8abdf2ec2cb986c00c382369f787d4,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,100,100,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
128,INJ,USDT,0xa2b726b1145a4773f68593cf171187d8ebe4d495,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
129,IOEN,ETH,0x1e4E46b7BF03ECE908c88FF7cC4975560010893A,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,80,70,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
130,ISLM,ETH,0xF10c41cA085FC8d9326a65408D14Dae28A3E69a5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,500,450,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
131,JASMY,USDT,0x15669cf161946c09a8b207650bfbb00e3d8a2e3e,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
132,KERNEL,USDT,0x9ecaf80c1303cca8791afbc0ad405c8a35e8d9f1,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,50,50,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
133,KEY,ETH,0x4CC19356f2D37338b9802aa8E8fc58B0373296E7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,100,100,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
134,KNC,USDT,0xfe56d5892bdffc7bf58f2e84be1b2c32d21c308b,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,100,100,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
135,KNC,ETH,0xdeFA4e8a7bcBA345F687a2f1456F5Edd9CE97202,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,500,300,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
136,KTN,ETH,0x491E136FF7FF03E6aB097E54734697Bb5802FC1C,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,250,250,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
137,LA,USDT,0x389ad4bb96d0d6ee5b6ef0efaf4b7db0ba2e02a0,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,150,100,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
138,LA,ETH,0x0fc2a55d5BD13033f1ee0cdd11f60F7eFe66f467,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,150,100,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
139,LBLOCK,ETH,0x2b867efD2dE4Ad2B583Ca0CB3dF9C4040Ef4D329,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,9,18,Ethereum,100,100,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
140,LEVER,ETH,0x4B5f49487ea7B3609b1aD05459BE420548789f1f,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,90,70,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
141,LINK,USDT,0xf8a0bf9cf54bb92f17374d9e9a321e6a111a51bd,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
142,LINK,BNT,0x514910771AF9Ca656af840dff83E8264EcF986CA,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,18,18,Ethereum,1000,1000,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
143,LISTA,USDT,0xfceb31a79f71ac9cbdcf853519c1b12d379edc46,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
144,LOOM,ETH,0x42476F744292107e34519F9c357927074Ea3F75D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,40,35,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
145,LOOT,ETH,0x721A1B990699eE9D90b6327FaaD0A3E840aE8335,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,100,100,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
146,LOWB,ETH,0x69e5C11a7C30f0bf84A9faECBd5161AA7a94decA,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,50,50,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
147,LTC,USDT,0x4338665cbb7b2485a8855a139b75d5e34ab0db94,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
148,LTC,XVS,0x4338665cbb7b2485a8855a139b75d5e34ab0db94,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,18,18,BSC,1000,1000,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
149,LVVA,ETH,0x6243558a24CC6116aBE751f27E6d7Ede50ABFC76,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,50,50,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
150,MANA,USDT,0x26433c8127d9b4e9b71eaa15111df99ea2eeb2f8,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
151,MAV,USDT,0xd691d9a68c887bdf34da8c36f63487333acfd103,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,30,30,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
152,MAV,USDC,0x64b88c73A5DfA78D1713fE1b4c69a22d7E0faAa7,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,18,6,Base,300,250,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
153,MAV,ETH,0x7448c7456a97769F6cD04F1E83A4a23cCdC46aBD,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,100,70,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
154,MBLK,ETH,0xF47245e9A3Ba3dCa8B004E34afc1290B1d435a52,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,100,100,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
155,MDT,BNT,0x814e0908b12A99FeCf5BC101bB5d0b8B5cDf7d26,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,18,18,Ethereum,900,900,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
156,MDT,ETH,0x814e0908b12A99FeCf5BC101bB5d0b8B5cDf7d26,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,800,800,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
157,MKR,USDT,0x5f0da599bb2cccfcf6fdfd7d81743b6020864350,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,50,40,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
158,MUBARAK,USDT,0x5c85d6c6825ab4032337f11ee92a72df936b46f6,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
159,MULTI,USDT,0x9Fb9a33956351cf4fa040f65A13b835A3C8764E3,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,100,80,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
160,NEAR,USDT,0x1fa4a73a3f0133f0025378af00236f3abdee5d63,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
161,NEWT,USDT,0xb8a677e6d805c8d743e6f14c8bc9c19305b5defc,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
162,NFP,USDT,0x551897f8203bd131b350601d3ac0679ba0fc0136,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,100,100,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
163,NGL,ETH,0x2653891204F463fb2a2F4f412564b19e955166aE,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,60,40,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
164,NXPC,USDT,0xf2b51cc1850fed939658317a22d73d3482767591,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,100,100,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
165,OCTO,ETH,0x7240aC91f01233BaAf8b064248E80feaA5912BA3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,200,150,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
166,OM,USDT,0xf78d2e7936f5fe18308a3b2951a93b6c4a41f5e2,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,150,100,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
167,ONC,ETH,0xD90E69f67203EBE02c917B5128629E77B4cd92dc,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,70,70,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
168,ONX,ETH,0xE0aD1806Fd3E7edF6FF52Fdb822432e847411033,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,80,70,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
169,ORC,ETH,0x662b67d00A13FAf93254714DD601F5Ed49Ef2F51,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,300,250,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
170,OXY,ETH,0x965697b4ef02F0DE01384D0d4F9F782B1670c163,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,6,18,Ethereum,100,80,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
171,P00LS,ETH,0x881Ba05de1E78f549cC63a8f6Cabb1d4AD32250D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,1000,1000,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
172,PARTI,USDT,0x59264f02d301281f3393e1385c0aefd446eb0f00,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
173,PBX,ETH,0xD528cf2E081f72908e086F8800977df826B5a483,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,200,150,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
174,PCNT,ETH,0x657B83A0336561C8f64389a6f5aDE675C04b0C3b,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,100,100,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
175,PENDLE,USDT,0xb3ed0a426155b79b898849803e3b36552f7ed507,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
176,PEOPLE,USDT,0x2c44b726adf1963ca47af88b284c06f30380fc78,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,200,200,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
177,PHB,USDT,0x0409633a72d846fc5bbe2f98d88564d35987904d,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,100,100,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
178,PIXEL,ETH,0x3429d03c6F7521AeC737a0BBF2E5ddcef2C3Ae31,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,40,40,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
179,PNT,ETH,0x89Ab32156e46F46D02ade3FEcbe5Fc4243B9AAeD,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,80,70,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
180,POLY,ETH,0x9992eC3cF6A55b00978cdDF2b27BC6882d88D1eC,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,300,250,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
181,PROM,USDT,0xaf53d56ff99f1322515e54fdde93ff8b3b7dafd5,0x55d398326f99059fF775485246999027B3197955,18,18,BSC,500,400,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
182,PSTAKE,ETH,0xfB5c6815cA3AC72Ce9F5006869AE67f18bF77006,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,Ethereum,100,100,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
